personDisplayName,firstName,middleName,lastName,jobTitle,company,bio,comments
"Geoff Webb, senior director, solution strategy, NetIQ",Geoff,,Webb,"senior director,solution strategy",NetIQ,,
"Jeff Combs, J. Combs Search",Jeff,,Combs,,J. Combs Search,,
"Francis Ofungwu, director, network security services, Unisys",Francis,,Ofungwu,"director,network security services",Unisys,,
"Caleb Barlow director, critical infrastructure security application, data and mobile security, IBM",Caleb,Barlow,director,"critical infrastructure security application,data and mobile security",IBM,,
"Alba Alessandro, partner, Hodgson Russ LLP",Alba,,Alessandro,partner,Hodgson Russ LLP,,
"Anders Lofgren, VP of product management, Acronis Access.",Anders,,Lofgren,VP of product management,Acronis Access,,
Nazan Osman,Nazan,,Osman,,,,
"Daniel Polly, vice president, enterprise information security officer, First Financial Bank",Daniel,,Polly,"vice president,enterprise information security officer",First Financial Bank,,
"Christopher Zannetos, president and CEO, Courion",Christopher,,Zannetos,president and CEO,Courion,,
"Joseph Barrett, senior security consultant, Foreground Security",Joseph,,Barrett,senior security consultant,Foreground Security,,
"David Miller, chief security officer, Covisint",David,,Miller,chief security officer,Covisint,,
"Paul Morville, founder, Confer",Paul,,Morville,founder,Confer,,
"Preston Hogue, F5 Networks",Preston,,Hogue,,F5 Networks,,
"Charles Wheeler, senior director of operations, Brivo Systems",Charles,,Wheeler,senior director of operations,Brivo Systems,,
"Paige Leidig, senior vice president, CipherCloud",Paige,,Leidig,senior vice president,CipherCloud,,
"Ashok Sankar, Vice President, Cyber Strategy, Raytheon Cyber Products",Ashok,,Sankar,"Vice President,Cyber Strategy",Raytheon Cyber Products,,
"Ryan Wilk, director of customer success, NuData Security",Ryan,,Wilk,director of customer success,NuData Security,,
"Karl Sigler, threat intelligence manager, Trustwave",Karl,,Sigler,threat intelligence manager,Trustwave,,
"Nat Kausik, CEO, Bitglass",Nat,,Kausik,CEO,Bitglass,,
"Shlomi Boutnaru, CTO, CyActive",Shlomi,,Boutnaru,CTO,CyActive,,
"Kevin Flynn, director of product marketing, Blue Coat Systems",Kevin,,Flynn,director of product marketing,Blue Coat Systems,,
"Jerry Wyble, VP and practice manager, information security compliance practice, CompliancePoint",Jerry,,Wyble,"VP and practice manager,information security compliance practice",CompliancePoint,,
"Paul Morville, co-founder, Confer",Paul,,Morville,co-founder,Confer,,
"John Trobough, president and CEO, Narus",John,,Trobough,president and CEO,Narus,,
"Ian Hermon, payments security specialist, Thales e-Security",Ian,,Hermon,payments security specialist,Thales e-Security,,
"Kasper Lindgaard, director of research and security, Secunia",Kasper,,Lindgaard,director of research and security,Secunia,,
"Adam Malanaphy, director, information governance, Glenmont Group",Adam,,Malanaphy,"director,information governance",Glenmont Group,,
"Min-Pyo Hong, founder and CEO, SEWORKS",Min-Pyo,,Hong,founder and CEO,SEWORKS,,
"Gene Fredriksen, global information security officer, Public Service Credit Union (PSCU)",Gene,,Fredriksen,global information security officer,Public Service Credit Union (PSCU),,
"John Worrall, CMO, CyberArk",John,,Worrall,CMO,CyberArk,,
"Marisa Fagan, director of crowd operations, Bugcrowd",Marisa,,Fagan,director of crowd operations,Bugcrowd,,
"Daniel Shugrue, director of product marketing, Akamai",Daniel,,Shugrue,director of product marketing,Akamai,,
"Gonen Fink, CEO, LightCyber",Gonen,,Fink,CEO,LightCyber,,
"Steven Russo, executive vice president, Secure Cloud Systems",Steven,,Russo,executive vice president,Secure Cloud Systems,,
"Daryk Rowland, director of risk management, Guidance Software Inc.",Daryk,,Rowland,director of risk management,Guidance Software Inc,,
"David Williamson, CEO at EfficientIP",David,,Williamson,CEO,EfficientIP,,
"Geoff Webb, senior director, solutions strategy, NetIQ",Geoff,,Webb,"senior director,solutions strategy",NetIQ,,
"John Barco, VP of product management, ForgeRock",John,,Barco,VP of product management,ForgeRock,,
"Greg Rosenberg, security engineer, Trustwave",Greg,,Rosenberg,security engineer,Trustwave,,
"Dean Wiech, managing director, Tools4ever",Dean,,Wiech,managing director,Tools4ever,,
"Mike Spencer, consultant, Accuvant",Mike,,Spencer,consultant,Accuvant,,
"Sal Picheria, SC Labs review team",Sal,,Picheria,review team,SC Labs,,
"James Verderico, SC Labs review team",James,,Verderico,review team,SC Labs,,
"Candy Alexander, senior GRC consultant, Towerwall",Candy,,Alexander,senior GRC consultant,Towerwall,,
"Edna M. Conway, CSO, Global Supply Chain, Cisco Systems",Edna,M.,Conway,"CSO,Global Supply Chain",Cisco Systems,,
"Joe Abbey, director of software engineering, Arxan Technologies",Joe,,Abbey,director of software engineering,Arxan Technologies,,
"Ken Jones, VP engineering and product management, IronKey Secure USB Devices",Ken,,Jones,VP engineering and product management,IronKey Secure USB Devices,,
"Susan Allspaw Pomeroy, security compliance analyst, SendGrid",Susan,Allspaw,Pomeroy,security compliance analyst,SendGrid,,
"Ryan Olson, intelligence director, Palo Alto Networks",Ryan,,Olson,intelligence director,Palo Alto Networks,,
"Lysa Myers, security researcher, ESET",Lysa,,Myers,security researcher,ESET,,
"Adam Kujawa, head of malware intelligence, Malwarebytes",Adam,,Kujawa,head of malware intelligence,Malwarebytes,,
"Keith Graham, chief technology officer, SecureAuth",Keith,,Graham,chief technology officer,SecureAuth,,
"Ryan Merritt, lead security researcher, Trustwave",Ryan,,Merritt,lead security researcher,Trustwave,,
"Kim Crawley, researcher, InfoSec Institute",Kim,,Crawley,researcher,InfoSec Institute,,
"David Canellos, president and CEO, Perspecsys",David,,Canellos,president and CEO,Perspecsys,,
"Anthony DiBello, director, security practice, Guidance Software",Anthony,,DiBello,"director,security practice",Guidance Software,,
"Michael Coates, director of product security, Shape Security",Michael,,Coates,director of product security,Shape Security,,
"Steve Hultquist, chief evangelist, RedSeal",Steve,,Hultquist,chief evangelist,RedSeal,,
"Will Ackerly, co-founder and CTO, Virtru",Will,,Ackerly,co-founder and CTO,Virtru,,
"Andrew Conway, research analyst, Cloudmark",Andrew,,Conway,research analyst,Cloudmark,,
"Vijay Basani, co-founder, president and CEO, EiQ Networks",Vijay,,Basani,"co-founder,president and CEO",EiQ Networks,,
"Mav Turner, director of security, SolarWinds",Mav,,Turner,director of security,SolarWinds,,
Tim Ring,Tim,,Ring,,,,
"Bob Brennan, CEO, Veracode",Bob,,Brennan,CEO,Veracode,,
"Ameera Tabassum, ACCA Affiliate",Ameera,,Tabassum,,ACCA Affiliate,,
"Joan Lockhart, CMO, GlobalSign",Joan,,Lockhart,CMO,GlobalSign,,
"Daniel Riedel, CEO, New Context",Daniel,,Riedel,CEO,New Context,,
"Russell Stern, CEO, Solarflare",Russell,,Stern,CEO,Solarflare,,
"Maor Goldberg, CEO, Whitebox Security",Maor,,Goldberg,CEO,Whitebox Security,,
"Charles Foley, chairman and CEO, Watchful Software",Charles,,Foley,chairman and CEO,Watchful Software,,
"Domini Clark, principal, executive & technical recruitment, Blackmere",Domini,,Clark,"principal,executive & technical recruitment",Blackmere,,
"Ian Hamilton, CTO, Signiant",Ian,,Hamilton,CTO,Signiant,,
"Rich Boyer, senior information security architect, NTT Com Security",Rich,,Boyer,senior information security architect,NTT Com Security,,
"Jonathan Lewis, director, product marketing, SSH Communications Security",Jonathan,,Lewis,"director,product marketing",SSH Communications Security,,
"Craig Shumard, principal, Shumard and Associates",Craig,,Shumard,principal,Shumard and Associates,,
Larry Jaffee,Larry,,Jaffee,,,,
Lee Sustar,Lee,,Sustar,,,,
Steve Zurier,Steve,,Zurier,,,,
"Peter Waterhouse, senior strategist, CA Technologies",Peter,,Waterhouse,senior strategist,CA Technologies,,
"Diana Bradley, PRWeek",Diana,,Bradley,,PRWeek,,
"Greg Hoglund, CEO, Outlier Security",Greg,,Hoglund,CEO,Outlier Security,,
"Lawrence Walsh, CEO, The 2112 Group",Lawrence,,Walsh,CEO,The 2112 Group,,
"Tim Maliyil, CEO, AlertBoot",Tim,,Maliyil,CEO,AlertBoot,,
"Alan S. Cohen, chief commercial officer, Illumio",Alan,S.,Cohen,chief commercial officer,Illumio,,
"Mark Burnette, partner, LBMC Security & Risk Services",Mark,,Burnette,partner,LBMC Security & Risk Services,,
"Eric Cowperthwaite, vice president of advanced security and strategy, Core Security",Eric,,Cowperthwaite,vice president of advanced security and strategy,Core Security,,
"Oliver Tavakoli, chief technology officer, Vectra",Oliver,,Tavakoli,chief technology officer,Vectra,,
"Jim Robell, president and COO, Eid Passport",Jim,,Robell,president and COO,Eid Passport,,
"Bob West, chief trust officer, CipherCloud",Bob,,West,chief trust officer,CipherCloud,,
"Scott Aurnou, attorney, cybersecurity consultant and VP, SOHO Solutions",Scott,,Aurnou,"attorney,cybersecurity consultant and VP",SOHO Solutions,,
"Zouhair Guelzim, VP and CISO, L’Oréal Americas","Zouhair","","Guelzim","VP and CISO","L’Oréal Americas"
"Vijay Dheap, global solutions manager, security intelligence and cyber forensics, IBM",Vijay,,Dheap,"global solutions manager,security intelligence and cyber forensics",IBM,,
"Idan Tendler, CEO, Fortscale",Idan,,Tendler,CEO,Fortscale,,
"Amit Serper, senior security researcher, Cybereason",Amit,,Serper,senior security researcher,Cybereason,,
"Dr. Christopher Kruegel, co-founder and chief scientist, Lastline",Christopher,,Kruegel,co-founder and chief scientist,Lastline,,
"Karl Fruecht, Principal Business Consultant, KillerIT",Karl,,Fruecht,Principal Business Consultant,KillerIT,,
"Chris Rouland, founder and CEO, Bastille",Chris,,Rouland,founder and CEO,Bastille,,
"Josh Shaul, VP of product management, Trustwave",Josh,,Shaul,VP of product management,Trustwave,,
"Kevin Cochrane, CMO, Agari",Kevin,,Cochrane,CMO,Agari,,
"Preston Hogue, director, marketing architecture, F5 Networks",Preston,,Hogue,"director,marketing architecture",F5 Networks,,
"Kevin Flynn, director, Product Marketing, Blue Coat",Kevin,,Flynn,"director,Product Marketing",Blue Coat,,
"Rehan Jalil, CEO, Elastica",Rehan,,Jalil,CEO,Elastica,,
"Todd Scott, IT Manager, Peterbilt",Todd,,Scott,IT Manager,Peterbilt,,
"Wils Bell, president, SecurityHeadhunter.com",Wils,,Bell,president,SecurityHeadhunter.com,,
"Stephen Orfei, general manager, PCI Security Standards Council",Stephen,,Orfei,general manager,PCI Security Standards Council,,
"Jonathan Carter, technical director, Arxan Technologies",Jonathan,,Carter,technical director,Arxan Technologies,,
"Muddu Sudhakar, CEO, Caspida",Muddu,,Sudhakar,CEO,Caspida,,
"Johannes Ullrich, dean of research, SANS Technology Institute",Johannes,,Ullrich,dean of research,SANS Technology Institute,,
"Timothy Eades, CEO, vArmour",Timothy,,Eades,CEO,vArmour,,
"Alex Stamos, CISO, Yahoo",Alex,,Stamos,CISO,Yahoo,,
"Ed Fox, vice president of network services, MetTel",Ed,,Fox,vice president of network services,MetTel,,
"Ian Trump, security consultant, LogicNow",Ian,,Trump,security consultant,LogicNow,,
"Ajay Arora, CEO, Veradocs",Ajay,,Arora,CEO,Veradocs,,
"Simon Crosby, CTO, Bromium",Simon,,Crosby,CTO,Bromium,,
"Pamela Passman, President and CEO, Center for Responsible Enterprise And Trade",Pamela,,Passman,"President and CEO,Center",Responsible Enterprise And Trade,,
"Sean Sullivan, security advisor, F-Secure",Sean,,Sullivan,security advisor,F-Secure,,
"Tony Morbin, Editor-in-chief, SC Magazine UK",Tony,,Morbin,Editor-in-chief,SC Magazine UK,,
"Tom Reeve, Senior Reporter, SC Magazine UK",Tom,,Reeve,Senior Reporter,SC Magazine UK,,
"Roee Hay, application security research team lead, IBM X-Force",Roee,,Hay,application security research team lead,IBM X-Force,,
CISO at a large health care organization,,,,,,,
"Asaf Cidon, CEO and co-founder, Sookasa",Asaf,,Cidon,CEO and co-founder,Sookasa,,
"Lena Smart, CIO, New York Power Authority",Lena,,Smart,CIO,New York Power Authority,,
"Stephen Lawton, Data security in the 21st century",Stephen,,Lawton,,Data security in the 21st century,,
"Mark Nunnikhoven, senior research scientist, OpenDNS",Mark,,Nunnikhoven,senior research scientist,OpenDNS,,
"Paul Kurtz, co-founder and CEO, TruSTAR Technology",Paul,,Kurtz,co-founder and CEO,TruSTAR Technology,,
"Domini Clark, principal, Blackmere Consulting; founder and director of strategy, InfoSecConnect.com.",Domini,,Clark,"principal,Blackmere Consulting; founder and director of strategy",InfoSecConnect.com,,
Partner content,,,,,,,
"Tom Reeve, senior report, SC Magazine UK",Tom,,Reeve,senior report,SC Magazine UK,,
Max Cooter,Max,,Cooter,,,,
"Ashley Carman, contributed reporting",Ashley,,Carman,,contributed reporting,,
SC Magazine UK staff,,,,,,,
Adrian Bridge Water,Adrian,Bridge,Water,,,,
Danielle Correa,Danielle,,Correa,,,,
"Chema Alonso, CEO, Telefónica's ElevenPaths",Chema,,Alonso,CEO,Telefónica's ElevenPaths,,
"Charles Henderson, vice president, managed security testing, Trustwave",Charles,,Henderson,"vice president,managed security testing",Trustwave,,
Adrian Bridgwater,Adrian,,Bridgwater,,,,
"John Kuhn, senior security threat researcher, IBM Security",John,,Kuhn,senior security threat researcher,IBM Security,,
"Wils Bell, founder and president, SecurityHeadhunter.com",Wils,,Bell,founder and president,SecurityHeadhunter.com,,
"Shridhar Mittal, CEO, Zimperium",Shridhar,,Mittal,CEO,Zimperium,,
"Domingo Guerra, president, Appthority",Domingo,,Guerra,president,Appthority,,
Joe Aragona,Joe,,Aragona,,,,
Eugene Gerden,Eugene,,Gerden,,,,
Jeremy Seth Davis,Jeremy,Seth,Davis,,,,
Stephen Dearing,Stephen,,Dearing,,,,
"Steve McGregory, director of application and threat intelligence, Ixia",Steve,,McGregory,director of application and threat intelligence,Ixia,,
"Domini Clark, director of strategy at InfoSec Connect; principal, Blackmere Consulting",Domini,,Clark,"director of strategy,InfoSec Connect; principal",Blackmere Consulting,,
"John Morello, enterprise security veteran",John,,Morello,enterprise security veteran,,,
"Pat Clawson, CEO, Blancco Technology Group",Pat,,Clawson,CEO,Blancco Technology Group,,
"Ken Simpson, CEO, MailChannels",Ken,,Simpson,CEO,MailChannels,,
"Surendhar Subramani, senior information security consultant, Ernst & Young India",Surendhar,,Subramani,senior information security consultant,Ernst & Young India,,
"Patricia Titus, former CISO and security adviser",Patricia,,Titus,former CISO and security adviser,,,
Raimund Genes,Raimund,,Genes,,,,
SC UK Staff,,,,,,,
"Michael Kummer, President Americas, SECUDE",Michael,,Kummer,President Americas,SECUDE,,
Pete Shoard,Pete,,Shoard,,,,
Max Vetter,Max,,Vetter,,,,
"James Socas, executive chairman, iSheriff",James,,Socas,executive chairman,iSheriff,,
"Jeff Combs, VP, talent management for ISE Talent",Jeff,,Combs,"VP,talent management",ISE Talent,,
"Michael R. Overly, attorney, Foley & Lardner",Michael,R.,Overly,attorney,Foley & Lardner,,
"Colin McKinty, VP Cyber Security Strategy at BAE Systems Applied Intelligence",Colin,,McKinty,VP Cyber Security Strategy,BAE Systems Applied Intelligence,,
"David Shearer, CEO, (ISC)¬≤",David,,Shearer,CEO,(ISC)¬≤,,
"Matt Konda, OWASP global board member",Matt,,Konda,,OWASP global board member,,
"Lena Smart, VP / CIO, New York Power Authority",Lena,,Smart,VP / CIO,New York Power Authority,,
Anthony Neary,Anthony,,Neary,,,,
Ash J. Hunt,Ash,J.,Hunt,,,,
"Jon Gelsey, CEO, Auth0",Jon,,Gelsey,CEO,Auth0,,
Nicholas Grefsheim,Nicholas,,Grefsheim,,,,
Nick Grefsheim,Nick,,Grefsheim,,,,
"Nir Polak, co-founder and CEO, Exabeam Inc.",Nir,,Polak,co-founder and CEO,Exabeam Inc,,
Dannielle Correa,Dannielle,,Correa,,,,
"Bradley Barth, Senior Reporter",Bradley,,Barth,Senior Reporter,,,
Max Mtzger,Max,,Mtzger,,,,
"Geoff Sanders, CEO, LaunchKey",Geoff,,Sanders,CEO,LaunchKey,,
"Carole Fennelly, Recorded Future contributor and information security consultant",Carole,,Fennelly,Recorded Future contributor and information security consultant,,,
"Edna Conway, CSO, global value chain, Cisco Systems",Edna,,Conway,"CSO,global value chain",Cisco Systems,,
"Craig Kunitani, co-founder, Security Mentor",Craig,,Kunitani,co-founder,Security Mentor,,
"Bill Weinberg, senior director, open source strategy, Black Duck Software",Bill,,Weinberg,"senior director,open source strategy",Black Duck Software,,
"Latha Maripuri, SVP & global CISO, News Corp.",Latha,,Maripuri,SVP & global CISO,News Corp,,
Rio Perez,Rio,,Perez,,,,
Jaroslaw Adamowski,Jaroslaw,,Adamowski,,,,
"Domini Clark, director of strategy, InfoSec Connect",Domini,,Clark,director of strategy,InfoSec Connect,,
"Lauren Zink, team lead, security awareness and communications, Diebold",Lauren,,Zink,"team lead,security awareness and communications",Diebold,,
"Ravi Devireddy, CTO and co-founder, E8 Security",Ravi,,Devireddy,CTO and co-founder,E8 Security,,
"Guy Bunker, SVP of products, Clearswift.",Guy,,Bunker,SVP of products,Clearswift,,
ForcePoint Security Labs,ForcePoint,Security,Labs,,,,
"Carsten Eiram, chief research officer, Risk Based Securit",Carsten,,Eiram,chief research officer,Risk Based Securit,,
"Jeff Combs, vice president, talent management, ISE Talent",Jeff,,Combs,"vice president,talent management",ISE Talent,,
"Zachery S. Mitcham, CISO, University of North Carolina Wilmington",Zachery,S.,Mitcham,CISO,University of North Carolina Wilmington,,
"Ryan O'Leary, VP of Threat Research Center, WhiteHat Security",Ryan,,O'Leary,VP of Threat Research Center,WhiteHat Security,,
"J.J. Thompson, founder and CEO, Rook Security",J.J.,,Thompson,founder and CEO,Rook Security,,
"Nick Bilogorskiy, director of security research, Cyphort",Nick,,Bilogorskiy,director of security research,Cyphort,,
"Jon Wilkinson, privacy officer, Watson Health business unit, IBM",Jon,,Wilkinson,"privacy officer,Watson Health business unit",IBM,,
"Brian Schultz, member, (ISC)¬≤",Brian,,Schultz,member,(ISC)¬≤,,
"Marcin Kleczynski, CEO, Malwarebytes",Marcin,,Kleczynski,CEO,Malwarebytes,,
"Limor Kessem, cybersecurity evangelist, IBM Security",Limor,,Kessem,cybersecurity evangelist,IBM Security,,
"Patrick O'Kane, barrister and compliance counsel",Patrick,,O'Kane,barrister and compliance counsel,,,
"Feris Rifai, CEO and co-founder, Bay Dynamics",Feris,,Rifai,CEO and co-founder,Bay Dynamics,,
"Chris Poulin, IANS faculty member",Chris,,Poulin,faculty member,IANS ,,
"Jeff Brown, former technology risk officer, AIG",Jeff,,Brown,former technology risk officer,AIG,,
Ali Taherian,Ali,,Taherian,,,,
Presented by Forcepoint Security Labs,,,,,,,
Ali Teharian,Ali,,Teharian,,,,
"Joshua C. Douglas, CTO, Forcepoint",Joshua,C.,Douglas,CTO,Forcepoint,,
"Chase Cunningham, director of cyber threat research, Armor",Chase,,Cunningham,director of cyber threat research,Armor,,
"Dmitriy Ayrapetov, director, network security product management, Dell Security.",Dmitriy,,Ayrapetov,"director,network security product management",Dell Security,,
"George Japak, managing director, ICSA Labs; HIPAA security officer, Verizon",George,,Japak,"managing director,ICSA Labs; HIPAA security officer",Verizon,,
"David R. Singh, counsel, Weil, Gotshal & Manges",David,R.,Singh,"counsel,Weil",Gotshal & Manges,,
"Bruce Forman, CISO, UMass Memorial Medical Center",Bruce,,Forman,CISO,UMass Memorial Medical Center,,
"Feris Rifai, CEO and co-founder at Bay Dynamics",Feris,,Rifai,CEO and co-founder,Bay Dynamics,,
Ali Teherian,Ali,,Teherian,,,,
Ilia Kolochenko,Ilia,,Kolochenko,,,,
"Edna Conway, CSO, global value chain at Cisco",Edna,,Conway,"CSO,global value chain",Cisco,,
"Caroline Wong, security initiative director, Cigital",Caroline,,Wong,security initiative director,Cigital,,
"Kristin Lovejoy, president, Acuity Solutions.",Kristin,,Lovejoy,president,Acuity Solutions,,
"Latha Maripuri, SVP and global CISO, News Corp.",Latha,,Maripuri,SVP and global CISO,News Corp,,
Klaus Majewski,Klaus,,Majewski,,,,
Palo Alto Networks.,,,,,,,
Dr. Jules Pagna Disso,Jules,Pagna,Disso,,,,
"Tom Pendergast, Chief Strategist, Security, Privacy & Compliance, MediaPro",Tom,,Pendergast,"Chief Strategist,Security,Privacy & Compliance",MediaPro,,
Bryan Lee,Bryan,,Lee,,,,
"François Amigorena","François","","Amigorena","",""
Evan Schuman,Evan,,Schuman,,,,
"Tom Kemp, CEO, Centrify",Tom,,Kemp,CEO,Centrify,,
"Barry Shteiman, director of threat research, Exabeam",Barry,,Shteiman,director of threat research,Exabeam,,
"Thomas Fischer, principal threat researcher, Digital Guardian",Thomas,,Fischer,principal threat researcher,Digital Guardian,,
"Jeff Liu, global sector head, technology ‚Äì transaction advisory services, EY",Jeff,,Liu,"global sector head,technology ‚Äì transaction advisory services",EY,,
"Jon Wilkinson, privacy officer, IBM Watson Health",Jon,,Wilkinson,privacy officer,IBM Watson Health,,
"Meny Har, VP of product, Siemplify",Meny,,Har,VP of product,Siemplify,,
"Mark Dufresne, director of malware research and threat intelligence, Endgame",Mark,,Dufresne,director of malware research and threat intelligence,Endgame,,
Edgar Rwakenya,Edgar,,Rwakenya,,,,
Davey Winder,Davey,,Winder,,,,
"Ed Jenning, chief operating officer, Mimecast.",Ed,,Jenning,chief operating officer,Mimecast,,
"Domini Clark, senior recruiter at Decision Toolbox",Domini,,Clark,senior recruiter,Decision Toolbox,,
"Edna Conway, CSO, global value chain, Cisco",Edna,,Conway,"CSO,global value chain",Cisco,,
"Alexander García-Tobar, CEO, ValiMail",,,,CEO,ValiMail,,
"Daniel Hoffman, former intelligence officer",Daniel,,Hoffman,former intelligence officer,,,
"Walt Williams, director of security and compliance, Lattice Engines",Walt,,Williams,director of security and compliance,Lattice Engines,,
Joanna Swiatkowska,Joanna,,Swiatkowska,,,,
"Dax Streater, manager of cybersecurity operations at the Lower Colorado River Authority (LCRA)",Dax,,Streater,manager of cybersecurity operations,the Lower Colorado River Authority (LCRA),,
"Matt Moynahan, CEO, Forcepoint",Matt,,Moynahan,CEO,Forcepoint,,
"Amy Mushahwar, CISO and counsel, ZwillGen",Amy,,Mushahwar,CISO and counsel,ZwillGen,,
"Dax Streater, manager, cybersecurity operations at the Lower Colorado River Authority",Dax,,Streater,"manager,cybersecurity operations",the Lower Colorado River Authority,,
Spencer Summons,Spencer,,Summons,,,,
SC Staff Report,,,,,,,
Ross Rustici,Ross,,Rustici,,,,
"Kris Lovejoy, CEO, BluVector",Kris,,Lovejoy,CEO,BluVector,,
"Wendi Whitmore, global lead, IBM X-Force Incident Response and Intelligence Services (IRIS)",Wendi,,Whitmore,global lead,IBM X-Force Incident Response and Intelligence Services (IRIS),,
"Joyce Brocaglia, founder, Executive Women's Forum; CEO, Alta Associates",Joyce,,Brocaglia,"founder,Executive Women's Forum; CEO",Alta Associates,,
Chris Allen,Chris,,Allen,,,,
Simon Wright,Simon,,Wright,,,,
Limor Kessem,Limor,,Kessem,,,,
Elizabeth Hyman,Elizabeth,,Hyman,,,,
Rob Abel,Rob,,Abel,,,,
Michael Stephenson,Michael,,Stephenson,,,,
Leslie Lambert,Leslie,,Lambert,,,,
Aaron Sanders,Aaron,,Sanders,,,,
Stu Sjouwerman,Stu,,Sjouwerman,,,,
Ajit Sanchetti,Ajit,,Sanchetti,,,,
Ondrej Krehel,Ondrej,,Krehel,,,,
Thomas Jones,Thomas,,Jones,,,,
Andrew Mayo,Andrew,,Mayo,,,,
John Aisien,John,,Aisien,,,,
Weston Henry,Weston,,Henry,,,,
Douglas Roberts,Douglas,,Roberts,,,,
Keith O'Byrne,Keith,,O'Byrne,,,,
Lou Manousos,Lou,,Manousos,,,,
Grace Johansson,Grace,,Johansson,,,,
John Weinschenk,John,,Weinschenk,,,,
Marcin Kleczynski,Marcin,,Kleczynski,,,,
Greg Temm,Greg,,Temm,,,,
Sam Curry,Sam,,Curry,,,,
Ruslan Synytsky,Ruslan,,Synytsky,,,,
Naresh Persaud,Naresh,,Persaud,,,,
Noushin Shabab,Noushin,,Shabab,,,,
Nick Deshpande,Nick,,Deshpande,,,,
Bill Mann,Bill,,Mann,,,,
Dave Lewis,Dave,,Lewis,,,,
Jeremy Wittkopp,Jeremy,,Wittkopp,,,,
Justin Monti,Justin,,Monti,,,,
Mark Weatherford,Mark,,Weatherford,,,,
Derek Manky,Derek,,Manky,,,,
Jay Jay,Jay,,Jay,,,,
Jay Jay Jan,Jay,Jay,Jan,,,,
Uladzislau Murashka,Uladzislau,,Murashka,,,,
Ben Johnson,Ben,,Johnson,,,,
Michael Bruemmer,Michael,,Bruemmer,,,,
Andy Norton,Andy,,Norton,,,,
Dr. Rao Papolu,Rao,,Papolu,,,,
Eyal Benishti,Eyal,,Benishti,,,,
Steve Bearak,Steve,,Bearak,,,,
Mike Kail,Mike,,Kail,,,,
Chris Strammiello,Chris,,Strammiello,,,,
Max Kilger,Max,,Kilger,,,,
Oliver Rochfort,Oliver,,Rochfort,,,,
Chris Wysopal,Chris,,Wysopal,,,,
Craig Dods,Craig,,Dods,,,,
John Purrier,John,,Purrier,,,,
Laurent Gil,Laurent,,Gil,,,,
Liran Eshel,Liran,,Eshel,,,,
Mark Dufresne,Mark,,Dufresne,,,,
Dan Cure,Dan,,Cure,,,,
Mark Goudie,Mark,,Goudie,,,,
Floyd McKinney,Floyd,,McKinney,,,,
Jason Lamar,Jason,,Lamar,,,,
Tom Kemp,Tom,,Kemp,,,,
Carolyn Crandall,Carolyn,,Crandall,,,,
Michael Barry,Michael,,Barry,,,,
Kon Leong,Kon,,Leong,,,,
Aamir Lakhani,Aamir,,Lakhani,,,,
Andrea Carcano,Andrea,,Carcano,,,,
Nick Bilogorskiy,Nick,,Bilogorskiy,,,,
Patrick MeLampy,Patrick,,MeLampy,,,,
Allen Smithee,Allen,,Smithee,,,,
Sergey Zorin,Sergey,,Zorin,,,,
Jeremy Wittkop,Jeremy,,Wittkop,,,,
Steve Durbin,Steve,,Durbin,,,,
"Peter Merkulov, Chief Technology Officer, Globalscape",Peter,,Merkulov,Chief Technology Officer,Globalscape,,
Barbara DePompa Reimers,Barbara,DePompa,Reimers,,,,
Tim Roddy,Tim,,Roddy,,,,
Andy Jordan,Andy,,Jordan,,,,
Adi Ashkenazy,Adi,,Ashkenazy,,,,
Steve Bassi,Steve,,Bassi,,,,
Evan Blair,Evan,,Blair,,,,
Pierluigi Stella,Pierluigi,,Stella,,,,
Gene Stevens,Gene,,Stevens,,,,
Hanan Levin,Hanan,,Levin,,,,
Julian Dunn,Julian,,Dunn,,,,
Patrick Osborne,Patrick,,Osborne,,,,
Tom Thomassen,Tom,,Thomassen,,,,
Chuck Burbank,Chuck,,Burbank,,,,
Dino Dai Zovi,Dino,Dai,Zovi,,,,
Hiro Imamura,Hiro,,Imamura,,,,
Lois Bowers,Lois,,Bowers,,,,
Joshua Behar,Joshua,,Behar,,,,
Aaron Lint,Aaron,,Lint,,,,
Graham Ahearne,Graham,,Ahearne,,,,
Matt Moynahan,Matt,,Moynahan,,,,
Keenan Skelly,Keenan,,Skelly,,,,
Vincent Mooney,Vincent,,Mooney,,,,
Barbara DePompa,Barbara,,DePompa,,,,
Michael Diehl,Michael,,Diehl,,,,
Chris McDaniels,Chris,,McDaniels,,,,
Terry Wray,Terry,,Wray,,,,
Yotam Gutman,Yotam,,Gutman,,,,
aneeltejwaney,,,,,,,
brianbyrne,Brian,,Byrne,,,,
christineeicher,Christin,,Eeicher,,,,
dashasolovieva,,,,,,,
jenniferan,Jennifer,,An,,,,
kelseyschoepfer,Kelsey,,Schoepfer,,,,
michaelstrong,Michael,,Strong,,,,
Ryan Abeling,Ryan,,Abeling,,,,
Samantha Lubey,Samantha,,Lubey,,,,
stephenlawton,Stephen,,Lawton,,,,
warunaperera,,,,,,,
Jonathan Gossels,Jonathan,,Gossels,,,,
John Cheney,John,,Cheney,,,,
Paul Thackeray,Paul,,Thackeray,,,,
Jon Sakoda,Jon,,Sakoda,,,,
Simon Smith,Simon,,Smith,,,,
John Handelaar,John,,Handelaar,,,,
